data_hoje,p_6,p_5,p_4,p_3,p_2,p_1,hoje,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8
2026-01-29 20:54:30,42.95000076293945,42.599998474121094,43.400001525878906,43.400001525878906,43.189998626708984,43.90999984741211,44.630001068115234,44.36540603637695,44.79690170288086,44.56515884399414,44.70631790161133,44.63003158569336,44.54581832885742,44.38421630859375,44.64349365234375
