data_hoje,p_6,p_5,p_4,p_3,p_2,p_1,hoje,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8
2026-01-29 20:44:40,315.9200134277344,316.8500061035156,323.5199890136719,325.3800048828125,320.2699890136719,316.0,311.0299987792969,314.6253662109375,310.5082092285156,309.6244201660156,311.4330139160156,311.10186767578125,311.58990478515625,310.3083190917969,311.61383056640625
