data_hoje,p_6,p_5,p_4,p_3,p_2,p_1,hoje,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8
2026-01-29 18:55:26,131.1699981689453,123.44000244140625,121.55999755859375,120.0,116.87999725341797,116.87999725341797,113.5199966430664,113.37818145751953,115.12152099609375,113.6100082397461,114.7219009399414,112.73651885986328,111.8692398071289,113.75399780273438,114.5496597290039
