data_hoje,p_6,p_5,p_4,p_3,p_2,p_1,hoje,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8
2026-01-29 21:07:00,9.130000114440918,9.130000114440918,9.300000190734863,9.220000267028809,9.289999961853027,9.399999618530273,9.140000343322754,9.098130226135254,9.115886688232422,9.109221458435059,9.11898422241211,9.161139488220215,9.149524688720703,9.189689636230469,9.223647117614746
