data_hoje,p_6,p_5,p_4,p_3,p_2,p_1,hoje,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8
2026-01-29 21:07:00,11.9399995803833,12.140000343322754,12.680000305175781,12.710000038146973,13.109999656677246,13.350000381469727,13.020000457763672,12.939789772033691,13.002992630004883,12.956448554992676,12.923443794250488,13.001465797424316,13.095473289489746,13.09701919555664,13.239766120910645
