data_hoje,p_6,p_5,p_4,p_3,p_2,p_1,hoje,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8
2026-01-29 17:48:23,139.55999755859375,138.32000732421875,138.60000610351562,139.9499969482422,136.5,135.77999877929688,131.0399932861328,131.02435302734375,131.87014770507812,131.45008850097656,130.5010986328125,131.14895629882812,131.4609832763672,131.68544006347656,130.97457885742188
