data_hoje,p_6,p_5,p_4,p_3,p_2,p_1,hoje,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8
2026-01-29 21:10:00,56.11000061035156,55.5,54.31999969482422,56.150001525878906,55.0,53.400001525878906,52.90999984741211,52.96902847290039,53.58342361450195,53.338199615478516,53.15861129760742,52.74199676513672,52.8082389831543,52.800819396972656,52.49863052368164
